mcg,gvh,alm,mit,erl,pox,vac,nuc,name
0.5199999999999999,0.54,0.6,0.48,1.0,0.0,0.44999999999999996,0.32,1
0.6699999999999999,0.6700000000000002,0.31,0.36,0.5,0.0,0.3400000000000001,0.25,1
0.7899999999999999,0.56,0.49000000000000005,0.4,0.5,0.0,0.6100000000000001,0.25,1
0.69,0.6900000000000001,0.32,0.28,1.0,0.0,0.48,0.32,1
0.6,0.6000000000000001,0.5800000000000001,0.46,1.0,0.0,0.49,0.32,1
0.72,0.6900000000000001,0.5700000000000001,0.43,1.0,0.0,0.5,0.32,1
0.6399999999999999,0.67,0.52,0.43,1.0,0.0,0.5,0.41000000000000003,1
0.59,0.6200000000000001,0.37000000000000005,0.31,1.0,0.0,0.51,0.32,1
0.6299999999999999,0.6900000000000001,0.5700000000000001,0.17,1.0,0.0,0.44999999999999996,0.32,1
0.72,0.53,0.36000000000000004,0.30000000000000004,0.5,0.0,0.6000000000000001,0.30000000000000004,1
0.51,0.78,0.51,0.53,1.0,0.0,0.5,0.32,1
0.71,0.7999999999999999,0.65,0.24000000000000005,0.5,0.0,0.4799999999999999,0.22,1
0.6199999999999999,0.6300000000000001,0.47,0.48,0.5,0.0,0.43000000000000005,0.24999999999999997,1
0.5499999999999999,0.7100000000000001,0.6,0.15,1.0,0.0,0.43999999999999995,0.32,1
0.44999999999999996,0.6900000000000001,0.55,0.31,1.0,0.0,0.45999999999999996,0.41000000000000003,1
0.6499999999999999,0.5700000000000001,0.6,0.25,1.0,0.0,0.37999999999999995,0.36,1
0.6699999999999999,0.5800000000000001,0.55,0.42,1.0,0.0,0.51,0.37,1
0.5299999999999999,0.8699999999999999,0.64,0.35000000000000003,0.5,0.0,0.5399999999999999,0.19,1
0.52,0.83,0.6,0.4,0.5,0.0,0.57,0.28,1
0.6,0.81,0.38,0.27,0.5,0.0,0.4900000000000001,0.4099999999999999,1
0.5299999999999999,0.6100000000000001,0.53,0.17,1.0,0.0,0.5,0.32,1
0.6099999999999999,0.4700000000000001,0.41,0.29000000000000004,0.5,0.0,0.5800000000000001,0.32999999999999996,1
0.7899999999999999,0.4700000000000001,0.47000000000000003,0.44,0.5,0.0,0.7100000000000001,0.25,1
0.71,0.6200000000000001,0.39000000000000007,0.30000000000000004,0.5,0.0,0.55,0.25,1
0.6299999999999999,0.55,0.54,0.47,1.0,0.0,0.52,0.32,1
0.69,0.67,0.6,0.19,1.0,0.0,0.39999999999999997,0.32,1
0.69,0.6100000000000001,0.23000000000000004,0.41000000000000003,0.5,0.0,0.53,0.25,1
0.4799999999999999,0.64,0.56,0.16,1.0,0.0,0.51,0.32,1
0.6,0.52,0.44,0.23,0.5,0.0,0.6000000000000001,0.5800000000000001,1
0.6399999999999999,0.55,0.53,0.14,1.0,0.0,0.42,0.35,1
0.43999999999999995,0.6200000000000001,0.51,0.31,1.0,0.0,0.51,0.39,1
0.47,0.5900000000000001,0.35,0.35000000000000003,0.5,0.0,0.4800000000000001,0.5399999999999999,1
0.83,0.4900000000000001,0.33,0.33,0.5,0.0,0.5800000000000001,0.25,1
0.6299999999999999,0.5700000000000001,0.53,0.12,1.0,0.0,0.44999999999999996,0.35,1
0.76,0.54,0.36000000000000004,0.28,0.5,0.0,0.6200000000000001,0.47,1
0.73,0.54,0.27,0.48000000000000004,0.5,0.0,0.56,0.43000000000000005,1
0.77,0.5800000000000001,0.34,0.38,0.5,0.0,0.6200000000000001,0.36,1
0.4099999999999999,0.7500000000000001,0.49000000000000005,0.16,1.0,0.0,0.5,0.38,1
0.74,0.4600000000000001,0.33,0.29000000000000004,0.5,0.0,0.6100000000000001,0.25,1
0.74,0.5800000000000001,0.39000000000000007,0.24000000000000002,0.5,0.0,0.5700000000000001,0.25,1
0.72,0.78,0.55,0.65,1.0,0.0,0.5,0.45999999999999996,1
0.8099999999999999,0.6200000000000001,0.36000000000000004,0.30000000000000004,0.5,0.0,0.56,0.30000000000000004,1
0.7599999999999999,0.66,0.51,0.43,1.0,0.0,0.5599999999999999,0.32,1
0.72,0.5700000000000001,0.54,0.35,0.5,0.0,0.6200000000000001,0.35,1
0.72,0.5700000000000001,0.54,0.35,0.5,0.0,0.6200000000000001,0.35,1
0.59,0.56,0.52,0.2,1.0,0.0,0.49,0.32,1
0.5999999999999999,0.7999999999999999,0.6,0.31000000000000005,0.5,0.0,0.5499999999999999,0.43000000000000005,1
0.6199999999999999,0.5800000000000001,0.56,0.18,1.0,0.0,0.53,0.35,1
0.5299999999999999,0.74,0.53,0.30000000000000004,0.5,0.0,0.59,0.19,1
0.74,0.5700000000000001,0.25,0.34,0.5,0.0,0.5700000000000001,0.25,1
0.43999999999999995,0.7899999999999999,0.43,0.4700000000000001,0.5,0.0,0.5399999999999999,0.19,1
0.71,0.5700000000000001,0.21000000000000002,0.54,0.5,0.0,0.5700000000000001,0.5,1
0.43999999999999995,0.73,0.39999999999999997,0.30000000000000004,0.5,0.0,0.5399999999999999,0.43999999999999995,1
0.6299999999999999,0.5900000000000001,0.36000000000000004,0.37,0.5,0.0,0.5900000000000001,0.35,1
0.5299999999999999,0.68,0.47000000000000003,0.2,1.0,0.0,0.43999999999999995,0.32,1
0.71,0.52,0.53,0.23,1.0,0.0,0.45999999999999996,0.32,1
0.5299999999999999,0.56,0.38000000000000006,0.25,0.5,0.0,0.5800000000000001,0.30000000000000004,1
0.42999999999999994,0.7500000000000001,0.47000000000000003,0.45,1.0,0.0,0.5,0.32,1
0.76,0.53,0.31,0.46,0.5,0.83,0.6100000000000001,0.25,1
0.6299999999999999,0.4600000000000001,0.39000000000000007,0.47000000000000003,0.5,0.0,0.6000000000000001,0.36,1
0.8099999999999999,0.4600000000000001,0.32,0.49,0.5,0.0,0.5900000000000001,0.31999999999999995,1
0.7,0.52,0.39000000000000007,0.35,0.5,0.0,0.5700000000000001,0.25,1
0.6,0.6300000000000001,0.41000000000000003,0.68,0.5,0.0,0.42000000000000004,0.03999999999999998,1
0.5599999999999999,0.4900000000000001,0.52,0.32,0.5,0.0,0.6000000000000001,0.25,1
0.8099999999999999,0.5800000000000001,0.34,0.27,0.5,0.0,0.55,0.25,1
0.86,0.53,0.35000000000000003,0.32,0.5,0.0,0.56,0.25,1
0.4799999999999999,0.64,0.56,0.53,1.0,0.0,0.5,0.35,1
0.5299999999999999,0.7100000000000001,0.64,0.23,1.0,0.0,0.57,0.32,1
0.48999999999999994,0.84,0.62,0.36000000000000004,0.5,0.0,0.5499999999999999,0.19,1
0.49999999999999994,0.8599999999999999,0.6,0.34,0.5,0.0,0.5599999999999999,0.19,1
0.6399999999999999,0.5700000000000001,0.35000000000000003,0.38,0.5,0.0,0.68,0.25,1
0.6399999999999999,0.5700000000000001,0.55,0.28,1.0,0.0,0.52,0.35,1
0.69,0.5700000000000001,0.34,0.25,0.5,0.0,0.65,0.25,1
0.7999999999999999,0.77,0.41000000000000003,0.27,1.0,0.0,0.45999999999999996,0.32,1
0.6599999999999999,0.79,0.34,0.33,1.0,0.0,0.53,0.32,1
0.76,0.5700000000000001,0.43,0.35,0.5,0.0,0.65,0.25,1
0.57,0.5800000000000001,0.54,0.54,1.0,0.0,0.52,0.37,1
0.6799999999999999,0.6300000000000001,0.48000000000000004,0.58,1.0,0.0,0.48,0.32,1
0.57,0.6300000000000001,0.5700000000000001,0.53,1.0,0.0,0.42,0.32,1
0.6299999999999999,0.65,0.61,0.49,1.0,0.0,0.45999999999999996,0.36,1
0.7699999999999999,0.6900000000000001,0.37000000000000005,0.29,1.0,0.0,0.53,0.38,1
0.7699999999999999,0.68,0.4,0.3,1.0,0.0,0.5399999999999999,0.32,1
0.78,0.5800000000000001,0.21000000000000002,0.47000000000000003,0.5,0.0,0.56,0.31000000000000005,1
0.6199999999999999,0.64,0.47000000000000003,0.37,1.0,0.0,0.49,0.35,1
0.74,0.4600000000000001,0.45,0.26,0.5,0.0,0.4800000000000001,0.25,1
0.5399999999999999,0.53,0.48000000000000004,0.45,1.0,0.0,0.49,0.32,1
0.4699999999999999,0.65,0.44,0.65,1.0,0.0,0.43,0.36,1
0.6399999999999999,0.68,0.37000000000000005,0.22,1.0,0.0,0.48,0.32,1
0.57,0.8400000000000001,0.41000000000000003,0.34,1.0,0.0,0.48,0.32,1
0.5499999999999999,0.5900000000000001,0.63,0.51,1.0,0.0,0.44999999999999996,0.32,1
0.5399999999999999,0.67,0.46,0.56,1.0,0.0,0.32999999999999996,0.32,1
0.82,0.56,0.27,0.64,0.5,0.0,0.5,0.25,1
0.5499999999999999,0.4700000000000001,0.5900000000000001,0.7,1.0,0.0,0.47,0.32,1
0.41999999999999993,0.65,0.47000000000000003,0.51,1.0,0.0,0.41,0.32,1
0.6,0.52,0.48000000000000004,0.54,1.0,0.0,0.47,0.32,1
0.72,0.7500000000000001,0.49000000000000005,0.29,1.0,0.0,0.43,0.32,1
0.58,0.5800000000000001,0.49000000000000005,0.28,1.0,0.0,0.44999999999999996,0.32,1
0.3999999999999999,0.7300000000000001,0.52,0.21,1.0,0.0,0.51,0.35,1
0.84,0.55,0.43,0.26,0.5,0.0,0.6300000000000001,0.25,1
0.82,0.8600000000000001,0.61,0.23,1.0,0.0,0.44999999999999996,0.32,1
0.5199999999999999,0.53,0.62,0.49,1.0,0.0,0.53,0.32,1
0.7799999999999999,0.9,0.46,0.3,1.0,0.0,0.52,0.32,1
0.7499999999999999,0.7200000000000001,0.5700000000000001,0.28,1.0,0.0,0.57,0.5,1
0.6499999999999999,0.83,0.47,0.33000000000000007,0.5,0.0,0.5299999999999999,0.19,1
0.61,0.5900000000000001,0.51,0.17,1.0,0.0,0.43,0.32,1
0.8899999999999999,0.56,0.42,0.38,0.5,0.0,0.4800000000000001,0.25,1
0.88,0.56,0.41,0.35,0.5,0.0,0.5,0.25,1
0.6299999999999999,0.6300000000000001,0.48000000000000004,0.12,1.0,0.0,0.48,0.32,1
0.85,0.53,0.49000000000000005,0.39,0.5,0.0,0.51,0.25,1
0.6599999999999999,0.51,0.37000000000000005,0.25,0.5,0.0,0.44000000000000006,0.24,1
0.7399999999999999,0.68,0.41000000000000003,0.27,1.0,0.0,0.49,0.32,1
0.69,0.6800000000000002,0.43,0.33,0.5,0.5,0.5,0.25,1
0.73,0.6000000000000001,0.36000000000000004,0.31000000000000005,0.5,0.0,0.5900000000000001,0.28,1
0.52,0.6900000000000002,0.42000000000000004,0.53,0.5,0.0,0.45000000000000007,0.16,1
0.5399999999999999,0.6599999999999999,0.43,0.33000000000000007,0.5,0.0,0.5999999999999999,0.28,1
0.8699999999999999,0.8500000000000001,0.52,0.23,1.0,0.0,0.43,0.32,1
0.8699999999999999,0.8200000000000001,0.5700000000000001,0.23,1.0,0.0,0.43,0.32,1
0.73,0.6600000000000001,0.41,0.29000000000000004,0.5,0.0,0.53,0.30000000000000004,1
0.7,0.6600000000000001,0.5800000000000001,0.31000000000000005,0.5,0.0,0.6300000000000001,0.25,1
0.7,0.6600000000000001,0.5800000000000001,0.31000000000000005,0.5,0.0,0.6300000000000001,0.25,1
0.58,0.51,0.54,0.33,1.0,0.0,0.49,0.32,1
0.51,0.6100000000000001,0.74,0.15,1.0,0.0,0.5599999999999999,0.32,1
0.58,0.85,0.58,0.33000000000000007,0.5,0.0,0.4999999999999999,0.19,1
0.58,0.6000000000000001,0.63,0.13,1.0,0.0,0.45999999999999996,0.32,1
0.4699999999999999,0.64,0.75,0.22,1.0,0.0,0.5399999999999999,0.32,1
0.77,0.4200000000000001,0.39999999999999997,0.5,0.5,0.0,0.6000000000000001,0.21,1
0.52,0.4100000000000001,0.35000000000000003,0.28,0.5,0.0,0.6100000000000001,0.47,1
0.5599999999999999,0.6000000000000001,0.5800000000000001,0.14,1.0,0.0,0.48,0.32,1
0.48999999999999994,0.7500000000000001,0.48000000000000004,0.51,1.0,0.0,0.49,0.51,1
0.59,0.54,0.49000000000000005,0.25,0.5,0.0,0.52,0.25,1
0.6,0.49000000000000005,0.37000000000000005,0.3,1.0,0.0,0.49,0.32,1
0.52,0.71,0.39999999999999997,0.42000000000000004,0.5,0.0,0.5599999999999999,0.19,1
0.48999999999999994,0.6000000000000001,0.55,0.23,1.0,0.83,0.48,0.32,1
0.6399999999999999,0.65,0.5900000000000001,0.21,1.0,0.0,0.51,0.43000000000000005,1
0.71,0.4300000000000001,0.29000000000000004,0.26,0.5,0.0,0.49000000000000005,0.25,1
0.88,0.5800000000000001,0.37000000000000005,0.30000000000000004,0.5,0.0,0.5800000000000001,0.25,1
0.5399999999999999,0.97,0.48,0.27,0.5,0.0,0.5599999999999999,0.22,1
0.59,0.51,0.43,0.47000000000000003,0.5,0.0,0.45000000000000007,0.33999999999999997,1
0.6699999999999999,0.55,0.42,0.36,0.5,0.0,0.55,0.4,1
0.74,0.4700000000000001,0.33,0.35,0.5,0.0,0.5900000000000001,0.25,1
0.5499999999999999,0.3500000000000001,0.36000000000000004,0.34,0.5,0.0,0.52,0.25,1
0.6,0.6100000000000001,0.5900000000000001,0.22,1.0,0.0,0.47,0.47,1
0.6799999999999999,0.39000000000000007,0.32,0.30000000000000004,0.5,0.0,0.5900000000000001,0.25,1
0.7,0.6300000000000001,0.42,0.36,0.5,0.0,0.54,0.25,1
0.85,0.53,0.53,0.15,1.0,0.0,0.5,0.32,1
0.6499999999999999,0.6300000000000001,0.5,0.2,1.0,0.0,0.47,0.48,1
0.73,0.39000000000000007,0.37000000000000005,0.4,0.5,0.0,0.49000000000000005,0.25,1
0.5199999999999999,0.7200000000000001,0.5700000000000001,0.62,1.0,0.0,0.5,0.45999999999999996,1
0.75,0.54,0.37000000000000005,0.28,0.5,0.0,0.55,0.25,1
0.6799999999999999,0.7999999999999999,0.62,0.28,0.5,0.0,0.5099999999999999,0.22,1
0.58,0.68,0.55,0.21,1.0,0.0,0.52,0.4,1
0.86,0.5700000000000001,0.24,0.30000000000000004,0.5,0.0,0.6000000000000001,0.25,1
0.78,0.5,0.36000000000000004,0.30000000000000004,0.5,0.0,0.5900000000000001,0.31999999999999995,1
0.6699999999999999,0.6600000000000001,0.37,0.8,0.5,0.0,0.44000000000000006,0.44999999999999996,1
0.5599999999999999,0.6200000000000001,0.38,0.16,1.0,0.0,0.48,0.57,1
0.61,0.5900000000000001,0.5800000000000001,0.19,1.0,0.0,0.51,0.32,1
0.9299999999999999,0.45000000000000007,0.42,0.26,0.5,0.0,0.5700000000000001,0.30000000000000004,1
0.69,0.6800000000000002,0.29000000000000004,0.37,0.5,0.0,0.55,0.25,1
0.8799999999999999,0.65,0.36000000000000004,0.04,1.0,0.0,0.5,0.32,1
0.71,0.6000000000000001,0.36000000000000004,0.32,0.5,0.0,0.6200000000000001,0.25,1
0.57,0.6100000000000001,0.53,0.21,1.0,0.0,0.44999999999999996,0.4,1
0.6699999999999999,0.54,0.39999999999999997,0.25,0.5,0.0,0.56,0.25,1
0.5399999999999999,0.7799999999999999,0.39999999999999997,0.41000000000000003,0.5,0.0,0.5499999999999999,0.28,1
0.83,0.77,0.35000000000000003,0.23,1.0,0.0,0.5,0.32,1
0.73,0.75,0.63,0.30000000000000004,0.5,0.0,0.5499999999999999,0.44999999999999996,1
0.49999999999999994,0.6300000000000001,0.5700000000000001,0.32,1.0,0.0,0.5399999999999999,0.32,1
0.49999999999999994,0.6300000000000001,0.56,0.32,1.0,0.0,0.5399999999999999,0.32,1
0.4699999999999999,0.72,0.5,0.34,0.5,0.0,0.5599999999999999,0.19,1
0.57,0.8200000000000001,0.4,0.14,1.0,0.0,0.43,0.32,1
0.7599999999999999,0.6300000000000001,0.42000000000000004,0.27,1.0,0.0,0.49,0.32,1
0.6299999999999999,0.67,0.46,0.12,1.0,0.0,0.52,0.32,1
0.59,0.7200000000000001,0.52,0.34,1.0,0.0,0.49,0.32,1
0.6199999999999999,0.66,0.47000000000000003,0.16,1.0,0.0,0.49,0.32,1
0.6399999999999999,0.65,0.49000000000000005,0.19,1.0,0.0,0.53,0.37,1
0.97,0.68,0.43000000000000005,0.22,1.0,0.0,0.51,0.32,1
0.6,0.6300000000000001,0.48000000000000004,0.14,1.0,0.0,0.51,0.32,1
0.6799999999999999,0.68,0.44,0.22,1.0,0.0,0.48,0.32,1
0.6299999999999999,0.6000000000000001,0.41000000000000003,0.18,1.0,0.0,0.49,0.32,1
0.6799999999999999,0.6100000000000001,0.26,0.33,0.5,0.0,0.56,0.25,1
0.6399999999999999,0.6200000000000001,0.38000000000000006,0.26,0.5,0.0,0.6000000000000001,0.25,1
0.6599999999999999,0.53,0.28,0.33,0.5,0.0,0.5900000000000001,0.25,1
0.6699999999999999,0.65,0.49000000000000005,0.13,1.0,0.0,0.5,0.32,1
0.58,0.7500000000000001,0.45,0.19,1.0,0.0,0.5,0.32,1
0.7799999999999999,0.6200000000000001,0.44,0.16,1.0,0.0,0.43,0.32,1
0.6,0.53,0.49000000000000005,0.31,1.0,0.0,0.5499999999999999,0.58,1
0.5299999999999999,0.8899999999999999,0.57,0.32000000000000006,0.5,0.0,0.5499999999999999,0.4,1
0.82,0.9400000000000001,0.5,0.37,1.0,0.0,0.44999999999999996,0.32,1
0.5299999999999999,0.75,0.59,0.34,1.0,0.0,0.58,0.31999999999999995,1
0.6099999999999999,0.7999999999999999,0.58,0.33000000000000007,0.5,0.0,0.5299999999999999,0.19,1
0.6199999999999999,0.68,0.48000000000000004,0.26,1.0,0.0,0.47,0.32,1
0.6799999999999999,0.6900000000000001,0.45,0.12,1.0,0.0,0.49,0.35,1
0.57,0.55,0.34,0.32,0.5,0.0,0.5800000000000001,0.30000000000000004,1
0.61,0.6900000000000001,0.56,0.24,1.0,0.0,0.5399999999999999,0.32,1
0.6299999999999999,0.67,0.54,0.24,1.0,0.0,0.5,0.32,1
0.7599999999999999,0.66,0.56,0.15,1.0,0.0,0.45999999999999996,0.43000000000000005,1
0.78,0.5,0.16000000000000003,0.31000000000000005,0.5,0.0,0.6300000000000001,0.25,1
0.59,0.6200000000000001,0.45,0.22,1.0,0.0,0.44999999999999996,0.32,1
0.57,0.73,0.38,0.31000000000000005,0.5,0.0,0.48999999999999994,0.24000000000000002,1
0.51,0.73,0.59,0.27,0.5,0.0,0.5099999999999999,0.45999999999999996,1
0.86,0.89,0.44,0.36,1.0,0.0,0.36,0.32,1
0.7399999999999999,0.67,0.54,0.13,1.0,0.83,0.49,0.32,1
0.78,0.6300000000000001,0.27,0.35,0.5,0.0,0.6300000000000001,0.25,1
0.6699999999999999,0.51,0.39999999999999997,0.31000000000000005,0.5,0.0,0.6000000000000001,0.25,1
0.7899999999999999,0.79,0.5,0.25,1.0,0.0,0.5399999999999999,0.32,1
0.75,0.8,0.4,0.2,0.5,0.0,0.54,0.49,1
0.5999999999999999,0.8099999999999999,0.5,0.36000000000000004,0.5,0.0,0.5299999999999999,0.23,1
0.96,0.8400000000000001,0.37000000000000005,0.47,1.0,0.0,0.49,0.41000000000000003,1
0.86,0.9700000000000001,0.42000000000000004,0.41,1.0,0.0,0.5,0.32,1
0.77,0.55,0.39000000000000007,0.28,0.5,0.0,0.6200000000000001,0.25,1
0.7899999999999999,0.6200000000000001,0.41,0.30000000000000004,0.5,0.0,0.5700000000000001,0.31000000000000005,1
0.73,0.54,0.34,0.66,0.5,0.0,0.5700000000000001,0.25,1
0.69,0.4900000000000001,0.15000000000000002,0.36,0.5,0.0,0.6400000000000001,0.25,1
0.7399999999999999,0.67,0.53,0.31,1.0,0.0,0.52,0.32,1
0.3999999999999999,0.6300000000000001,0.39,0.3,1.0,0.0,0.5,0.35,1
0.8899999999999999,0.7300000000000001,0.39,0.78,1.0,0.0,0.45999999999999996,0.6,1
0.5599999999999999,0.65,0.5700000000000001,0.29,1.0,0.0,0.5,0.32,1
0.69,0.5800000000000001,0.45,0.41000000000000003,0.5,0.0,0.56,0.25,1
0.6,0.7300000000000001,0.6,0.32,1.0,0.0,0.5399999999999999,0.44000000000000006,1
0.7999999999999999,0.5,0.25,0.35,0.5,0.0,0.65,0.25,1
0.6699999999999999,0.65,0.55,0.15,1.0,0.0,0.49,0.39,1
0.61,0.66,0.56,0.16,1.0,0.0,0.20999999999999996,0.52,1
0.6199999999999999,0.7999999999999999,0.47,0.34,0.5,0.0,0.5399999999999999,0.19,1
0.76,0.5900000000000001,0.32,0.29000000000000004,0.5,0.0,0.54,0.30000000000000004,1
0.82,0.6500000000000001,0.31,0.31000000000000005,0.5,0.0,0.55,0.29000000000000004,1
0.6499999999999999,0.67,0.52,0.3,1.0,0.0,0.5,0.32,1
0.6699999999999999,0.75,0.44,0.4,0.5,0.0,0.58,0.19,1
0.3999999999999999,0.7500000000000001,0.6,0.4,1.0,0.0,0.5,0.45999999999999996,1
0.7499999999999999,0.76,0.46,0.33,1.0,0.0,0.5499999999999999,0.32,1
0.5499999999999999,0.45000000000000007,0.41,0.36,0.5,0.0,0.56,0.30000000000000004,1
0.77,0.5700000000000001,0.35000000000000003,0.34,0.5,0.0,0.5800000000000001,0.28,1
0.83,0.5,0.29000000000000004,0.29000000000000004,0.5,0.0,0.5900000000000001,0.44999999999999996,1
0.74,0.54,0.3,0.27,0.5,0.0,0.5800000000000001,0.30000000000000004,1
0.6399999999999999,0.53,0.35000000000000003,0.34,0.5,0.0,0.6000000000000001,0.31000000000000005,1
0.6399999999999999,0.7200000000000001,0.55,0.3,1.0,0.0,0.43,0.41000000000000003,1
0.5899999999999999,0.8099999999999999,0.51,0.30000000000000004,0.5,0.0,0.57,0.31999999999999995,1
0.69,0.4800000000000001,0.33,0.26,0.5,0.0,0.5900000000000001,0.5700000000000001,1
0.49999999999999994,0.6300000000000001,0.52,0.17,1.0,0.0,0.49,0.32,1
0.61,0.6100000000000001,0.62,0.14,1.0,0.0,0.49,0.37,1
0.6299999999999999,0.4600000000000001,0.37000000000000005,0.32,0.5,0.0,0.6000000000000001,0.31999999999999995,1
0.59,0.6600000000000001,0.3,0.49,0.5,0.0,0.5700000000000001,0.31000000000000005,1
0.59,0.6300000000000001,0.6,0.18,1.0,0.0,0.42,0.35,1
0.35,0.6699999999999999,0.55,0.28,0.5,0.0,0.57,0.24000000000000002,1
0.75,0.6600000000000001,0.37000000000000005,0.29000000000000004,0.5,0.0,0.53,0.29000000000000004,1
0.9199999999999999,0.55,0.42,0.32,0.5,0.0,0.56,0.25,1
0.96,0.76,0.6,0.45,1.0,0.0,0.53,0.32,1
0.7,0.6200000000000001,0.36000000000000004,0.26,0.5,0.0,0.56,0.25,1
0.6399999999999999,0.5,0.55,0.19,1.0,0.0,0.52,0.37,1
0.69,0.6000000000000001,0.48000000000000004,0.13,1.0,0.0,0.5,0.32,1
0.8099999999999999,0.4600000000000001,0.17000000000000004,0.27,0.5,0.0,0.6000000000000001,0.25,1
0.7,0.7999999999999999,0.61,0.31000000000000005,0.5,0.0,0.5399999999999999,0.37,1
0.8099999999999999,0.5800000000000001,0.31,0.29000000000000004,0.5,0.0,0.6300000000000001,0.28,1
0.8099999999999999,0.6200000000000001,0.35000000000000003,0.30000000000000004,0.5,0.0,0.6100000000000001,0.31000000000000005,1
0.7999999999999999,0.54,0.32,0.32,0.5,0.0,0.5900000000000001,0.25,1
0.76,0.4900000000000001,0.38000000000000006,0.32,0.5,0.0,0.6000000000000001,0.25,1
0.75,0.6900000000000002,0.41,0.30000000000000004,0.5,0.0,0.5800000000000001,0.39,1
0.8099999999999999,0.5700000000000001,0.37000000000000005,0.31000000000000005,0.5,0.0,0.5800000000000001,0.39,1
0.38999999999999996,0.7300000000000001,0.54,0.16,1.0,0.0,0.43999999999999995,0.43000000000000005,1
0.37999999999999995,0.6299999999999999,0.43,0.29000000000000004,0.5,0.0,0.5099999999999999,0.28,1
0.7899999999999999,0.6000000000000001,0.53,0.08,1.0,0.0,0.52,0.41000000000000003,1
0.7399999999999999,0.55,0.41000000000000003,0.15,1.0,0.0,0.52,0.32,1
0.4799999999999999,0.7899999999999999,0.57,0.30000000000000004,0.5,0.0,0.48999999999999994,0.19,1
0.48999999999999994,0.5800000000000001,0.51,0.38,1.0,0.0,0.49,0.32,1
0.6299999999999999,0.6000000000000001,0.33,0.31000000000000005,0.5,0.0,0.5700000000000001,0.25,1
0.87,0.56,0.39000000000000007,0.35,0.5,0.0,0.6000000000000001,0.25,1
0.72,0.4900000000000001,0.35000000000000003,0.31000000000000005,0.5,0.0,0.55,0.54,1
0.58,0.7699999999999999,0.6,0.36000000000000004,0.5,0.0,0.57,0.47,1
0.8999999999999999,0.6300000000000001,0.39000000000000007,0.24000000000000002,0.5,0.0,0.54,0.28,1
0.6299999999999999,0.55,0.5900000000000001,0.12,1.0,0.0,0.43,0.35,1
0.6299999999999999,0.52,0.51,0.24,1.0,0.0,0.49,0.47,1
0.8999999999999999,0.56,0.34,0.4,0.5,0.0,0.5900000000000001,0.4,1
0.4599999999999999,0.67,0.56,0.29,1.0,0.0,0.43999999999999995,0.53,1
0.7399999999999999,0.5700000000000001,0.52,0.42,1.0,0.0,0.45999999999999996,0.32,1
0.7,0.6400000000000001,0.44,0.27,0.5,0.0,0.6200000000000001,0.25,1
0.8099999999999999,0.7100000000000001,0.32,0.53,0.5,0.0,0.4900000000000001,0.44999999999999996,1
0.7899999999999999,0.6400000000000001,0.46,0.31000000000000005,0.5,0.0,0.39000000000000007,0.29000000000000004,1
0.6,0.6600000000000001,0.38000000000000006,0.25,0.5,0.0,0.54,0.25,1
0.5299999999999999,0.53,0.32,0.30000000000000004,0.5,0.0,0.5900000000000001,0.48,1
0.51,0.64,0.6,0.15,1.0,0.0,0.49,0.36,1
0.75,0.5700000000000001,0.37000000000000005,0.36,0.5,0.0,0.65,0.36,1
0.6199999999999999,0.66,0.53,0.58,1.0,0.0,0.5,0.32,1
0.7999999999999999,0.4900000000000001,0.3,0.28,0.5,0.0,0.55,0.29000000000000004,1
0.6699999999999999,0.55,0.36000000000000004,0.32,0.5,0.0,0.5,0.41000000000000003,1
0.5199999999999999,0.52,0.56,0.62,1.0,0.0,0.43,0.32,1
0.85,0.5800000000000001,0.3,0.29000000000000004,0.5,0.0,0.66,0.25,1
0.78,0.6000000000000001,0.39000000000000007,0.30000000000000004,0.5,0.0,0.6400000000000001,0.25,1
0.76,0.5700000000000001,0.45,0.28,0.5,0.0,0.6300000000000001,0.4,1
0.69,0.4900000000000001,0.41,0.38,0.5,0.0,0.52,0.21,1
0.69,0.4900000000000001,0.41,0.38,0.5,0.0,0.52,0.21,1
0.71,0.54,0.38000000000000006,0.66,0.5,0.0,0.45000000000000007,0.19,1
0.71,0.54,0.38000000000000006,0.66,0.5,0.0,0.45000000000000007,0.19,1
0.7999999999999999,0.6100000000000001,0.21000000000000002,0.43,0.5,0.0,0.6100000000000001,0.25,1
0.6599999999999999,0.8599999999999999,0.6,0.28,0.5,0.0,0.5499999999999999,0.39,1
0.6599999999999999,0.64,0.48000000000000004,0.21,1.0,0.0,0.47,0.52,1
0.88,0.5900000000000001,0.39000000000000007,0.33,0.5,0.0,0.6200000000000001,0.25,1
0.5599999999999999,0.7000000000000001,0.33,0.35,1.0,0.0,0.5,0.37,1
0.58,0.7500000000000001,0.37000000000000005,0.42,1.0,0.0,0.51,0.37,1
0.69,0.3700000000000001,0.47000000000000003,0.49,0.5,0.0,0.55,0.25,1
0.83,0.6300000000000001,0.41,0.36,0.5,0.0,0.5800000000000001,0.31000000000000005,1
0.8099999999999999,0.52,0.42,0.31000000000000005,0.5,0.0,0.5900000000000001,0.25,1
0.83,0.6300000000000001,0.41,0.36,0.5,0.0,0.5800000000000001,0.31000000000000005,1
0.58,0.6000000000000001,0.56,0.17,1.0,0.0,0.45999999999999996,0.47,1
0.3399999999999999,0.7500000000000001,0.5,0.26,1.0,0.0,0.43999999999999995,0.47,1
0.6799999999999999,0.74,0.59,0.34,0.5,0.0,0.58,0.4,1
